,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
2462,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2463,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2464,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2465,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2466,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2467,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2468,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2469,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2470,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2471,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2472,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2473,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2474,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2475,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2476,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2477,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2478,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2479,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2480,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2481,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2482,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2483,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
2484,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2485,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
2486,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
2487,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
2488,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
2489,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
2490,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
2491,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
2492,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
2493,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2494,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
2495,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
2496,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
2497,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
2498,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
2499,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
2500,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
2501,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
2502,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
2503,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2504,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2505,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2506,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2507,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2508,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2509,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2510,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2511,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2512,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2513,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2514,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2515,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2516,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2517,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2518,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2519,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2520,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2521,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2522,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2523,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2524,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
2525,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2526,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
2527,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
2528,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
2529,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
2530,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
2531,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
2532,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
2533,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
2534,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2535,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
2536,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
2537,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
2538,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
2539,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
2540,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
2541,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
2542,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
2543,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
2544,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2545,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2546,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2547,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2548,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2549,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2550,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2551,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2552,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2553,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2554,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2555,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2556,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2557,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2558,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2559,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2560,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2561,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2562,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2563,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2564,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2565,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
2566,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2567,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
2568,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
2569,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
2570,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
2571,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
2572,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
2573,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
2574,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
2575,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2576,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
2577,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
2578,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
2579,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
2580,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
2581,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
2582,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
2583,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
2584,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
2585,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2586,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2587,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2588,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2589,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2590,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2591,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2592,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2593,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2594,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2595,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2596,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2597,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2598,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2599,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2600,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2601,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2602,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2603,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2604,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2605,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2606,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
2607,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2608,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
2609,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
2610,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
2611,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
2612,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
2613,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
2614,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
2615,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
2616,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2617,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
2618,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
2619,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
2620,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
2621,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
2622,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
2623,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
2624,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
2625,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
2626,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2627,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2628,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2629,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2630,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2631,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2632,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2633,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2634,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2635,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2636,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2637,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2638,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2639,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2640,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2641,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2642,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2643,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2644,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2645,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2646,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2647,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
2648,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2649,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
2650,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
2651,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
2652,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
2653,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
2654,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
2655,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
2656,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
2657,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2658,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
2659,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
2660,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
2661,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
2662,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
2663,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
2664,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
2665,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
2666,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
2667,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2668,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2669,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2670,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2671,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2672,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2673,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2674,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2675,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2676,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2677,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2678,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2679,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2680,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2681,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2682,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2683,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2684,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2685,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2686,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2687,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2688,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
2689,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2690,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
2691,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
2692,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
2693,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
2694,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
2695,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
2696,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
2697,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
2698,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2699,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
2700,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
2701,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
2702,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
2703,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
2704,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
2705,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
2706,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
2707,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
2708,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2709,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2710,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2711,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2712,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2713,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2714,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2715,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2716,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2717,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2718,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2719,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2720,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2721,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2722,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2723,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2724,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2725,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2726,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2727,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2728,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2729,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
2730,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
2731,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
2732,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
2733,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
2734,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
2735,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
2736,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
2737,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
2738,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
2739,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2740,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
2741,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
2742,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
2743,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
2744,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
2745,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
2746,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
2747,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
2748,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
2749,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
2750,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
2751,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
2752,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
2753,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
2754,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
2755,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
2756,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
2757,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
2758,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
2759,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
2760,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
2761,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
2762,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
2763,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
2764,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
2765,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
2766,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
2767,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
2768,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
2769,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
2770,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
